Investment_ID,Investor_Name,Investment_Type,Investment_Amount,Investment_Date,Maturity_Date,Risk_Category,Return_Rate,Broker,Status
100864,Alice,Stocks,91371.65,2024-09-07,2028-04-04,Low,2.29,BrokerA,Active
100865,Eve,Crypto,34818.42,2022-05-08,2025-11-12,High,13.94,BrokerA,Pending
100866,Eve,Real Estate,70650.3,2023-01-07,2025-12-17,Low,13.3,BrokerA,Pending
100867,David,Mutual Funds,30805.15,2024-03-10,2028-09-11,Low,9.21,BrokerB,Active
100868,Bob,Real Estate,23107.93,2024-02-13,2028-07-02,Medium,1.62,BrokerD,Closed
100869,Alice,Bonds,22540.08,2023-01-23,2029-01-15,Low,4.98,BrokerA,Active
100870,Bob,Bonds,37500.22,2024-06-26,2028-05-24,Low,6.99,BrokerD,Closed
100871,Alice,Mutual Funds,45845.97,2023-05-20,2026-11-23,Medium,7.71,BrokerC,Closed
100872,David,Stocks,83940.17,2021-03-27,2029-09-22,High,5.52,BrokerA,Closed
100873,David,Crypto,16389.65,2022-09-26,2028-02-29,High,1.94,BrokerD,Active
100874,Eve,Real Estate,74817.96,2021-03-25,2025-03-26,Medium,9.47,BrokerB,Active
100875,Bob,Bonds,55488.22,2021-07-12,2029-08-18,Medium,8.58,BrokerD,Closed
100876,Fay,Stocks,32354.81,2022-06-11,2029-11-05,High,5.32,BrokerA,Pending
100877,Eve,Mutual Funds,51817.86,2022-09-21,2025-02-28,High,2.01,BrokerC,Pending
100878,Bob,Bonds,33494.5,2020-02-29,2025-06-16,High,14.93,BrokerD,Pending
100879,Eve,Mutual Funds,61627.79,2022-03-07,2025-04-04,High,8.01,BrokerC,Closed
100880,Fay,Real Estate,46215.17,2021-11-19,2028-08-06,High,11.71,BrokerB,Active
100881,Charlie,Crypto,20618.53,2023-10-01,2029-04-29,Medium,7.61,BrokerD,Closed
100882,Charlie,Bonds,16075.39,2023-10-22,2028-03-27,Low,2.08,BrokerD,Pending
100883,Charlie,Bonds,56936.09,2024-06-22,2026-06-27,High,5.68,BrokerB,Active
100884,Charlie,Real Estate,90729.24,2022-04-08,2028-08-26,High,5.82,BrokerB,Closed
100885,Alice,Stocks,37675.98,2024-01-23,2026-03-08,Low,12.82,BrokerB,Closed
100886,Charlie,Crypto,74635.01,2020-12-04,2029-04-20,Low,10.33,BrokerA,Pending
100887,Fay,Bonds,67572.83,2024-09-17,2028-03-17,Low,5.22,BrokerA,Closed
100888,David,Crypto,93497.72,2022-08-15,2027-05-04,Low,14.56,BrokerD,Active
100889,David,Bonds,82993.2,2020-09-18,2028-06-19,Low,5.84,BrokerD,Pending
100890,Alice,Crypto,58827.5,2023-06-28,2028-08-01,Low,14.98,BrokerD,Pending
100891,Charlie,Mutual Funds,67417.9,2022-12-29,2025-03-04,Medium,14.95,BrokerC,Active
100892,Charlie,Bonds,90346.71,2020-02-25,2027-10-17,Low,4.08,BrokerB,Pending
100893,Charlie,Crypto,42954.28,2022-03-17,2029-12-26,Low,5.72,BrokerD,Closed
100894,Eve,Stocks,36045.5,2023-04-27,2028-07-08,Medium,8.06,BrokerB,Closed
100895,Bob,Mutual Funds,6027.05,2023-03-01,2028-01-23,Low,10.47,BrokerA,Pending
100896,Eve,Mutual Funds,83522.35,2023-09-19,2026-08-17,High,8.63,BrokerB,Active
100897,Bob,Stocks,81093.17,2020-02-25,2028-08-07,High,14.59,BrokerC,Closed
100898,Charlie,Crypto,14923.18,2020-06-20,2026-09-11,Low,11.27,BrokerC,Active
100899,Charlie,Real Estate,59801.45,2023-08-09,2027-09-17,Medium,4.36,BrokerB,Closed
100900,Eve,Stocks,49078.26,2022-05-27,2026-05-17,High,2.92,BrokerC,Closed
100901,Eve,Crypto,16277.36,2020-10-04,2029-07-07,Medium,10.79,BrokerC,Pending
100902,Bob,Stocks,98153.98,2024-11-10,2029-07-12,High,3.64,BrokerA,Pending
100903,David,Stocks,25396.11,2022-08-03,2028-11-03,Low,12.13,BrokerD,Active
100904,Bob,Bonds,11387.25,2021-01-07,2027-04-12,Medium,5.7,BrokerC,Pending
100905,Eve,Crypto,61510.5,2020-04-12,2026-09-02,Medium,5.91,BrokerD,Closed
100906,Fay,Real Estate,75192.33,2021-06-16,2027-07-18,Medium,1.65,BrokerB,Closed
100907,Eve,Bonds,8082.13,2022-02-15,2025-05-30,High,10.96,BrokerB,Active
100908,Fay,Stocks,67578.18,2021-11-01,2028-11-11,High,3.03,BrokerC,Active
100909,Alice,Stocks,55567.73,2021-03-09,2025-05-03,High,11.93,BrokerB,Closed
100910,Eve,Stocks,14810.18,2022-07-20,2025-11-20,Low,8.14,BrokerA,Pending
100911,Alice,Crypto,21389.77,2021-10-31,2027-06-20,High,12.09,BrokerC,Pending
100912,David,Crypto,58957.56,2021-11-22,2027-05-02,Low,9.38,BrokerC,Active
100913,Bob,Bonds,33153.97,2024-04-07,2027-09-19,Medium,2.61,BrokerC,Active
100914,Fay,Real Estate,94139.99,2024-12-06,2027-08-10,Medium,11.84,BrokerB,Closed
100915,Bob,Bonds,82780.32,2022-02-15,2026-02-22,Low,2.44,BrokerB,Closed
100916,Alice,Mutual Funds,98438.88,2021-07-23,2026-11-28,High,7.96,BrokerC,Active
100917,Fay,Stocks,29668.73,2024-03-20,2028-05-27,Low,3.83,BrokerD,Closed
100918,Bob,Stocks,97123.75,2024-08-30,2025-10-22,Medium,11.66,BrokerB,Active
100919,Eve,Stocks,45967.22,2022-05-13,2026-10-03,Medium,13.81,BrokerB,Active
100920,Charlie,Bonds,38014.29,2021-05-31,2029-10-31,Low,8.98,BrokerC,Pending
100921,Alice,Bonds,9783.21,2024-09-05,2029-01-11,High,8.62,BrokerD,Active
100922,Bob,Stocks,10012.7,2020-06-16,2026-10-16,High,11.81,BrokerC,Closed
100923,Alice,Bonds,70741.07,2022-08-21,2029-02-12,Low,1.57,BrokerB,Pending
100924,Alice,Crypto,48503.25,2020-02-09,2029-10-29,Low,13.89,BrokerC,Pending
100925,Fay,Crypto,26519.55,2024-03-14,2026-12-09,High,4.17,BrokerC,Closed
100926,Fay,Bonds,63327.18,2023-01-09,2027-03-28,Medium,14.79,BrokerC,Closed
100927,Charlie,Stocks,29021.52,2020-04-16,2025-09-25,Low,11.44,BrokerD,Closed
100928,Eve,Bonds,59875.02,2021-12-17,2029-04-07,High,11.95,BrokerC,Active
100929,Alice,Bonds,39124.83,2021-04-04,2027-01-29,High,10.36,BrokerB,Pending
100930,Bob,Bonds,83237.46,2023-08-24,2027-11-21,Medium,7.87,BrokerC,Active
100931,David,Mutual Funds,82966.14,2020-05-20,2028-02-25,Medium,9.22,BrokerD,Active
100932,Alice,Crypto,50348.29,2024-05-18,2025-08-06,Medium,2.13,BrokerA,Active
100933,Alice,Real Estate,38327.82,2023-08-27,2026-10-16,Medium,9.92,BrokerD,Active
100934,Charlie,Real Estate,39443.18,2020-03-23,2026-05-11,Medium,9.95,BrokerC,Pending
100935,Eve,Mutual Funds,81542.88,2024-03-24,2027-08-14,Low,13.53,BrokerA,Pending
100936,David,Bonds,36177.05,2020-03-04,2025-09-08,High,8.33,BrokerC,Active
100937,Fay,Mutual Funds,24860.64,2021-05-21,2026-07-02,Low,2.54,BrokerD,Closed
100938,Fay,Mutual Funds,13045.39,2021-02-12,2027-07-10,Low,5.63,BrokerA,Pending
100939,Bob,Stocks,49335.85,2024-09-14,2026-05-23,Low,10.35,BrokerA,Active
100940,David,Crypto,50802.55,2020-02-11,2025-10-16,Low,4.73,BrokerC,Closed
100941,Fay,Real Estate,84886.33,2023-06-26,2025-07-18,Low,5.29,BrokerC,Closed
100942,Bob,Bonds,26017.68,2020-11-08,2025-04-14,Medium,12.58,BrokerD,Active
100943,Eve,Real Estate,41194.17,2021-05-03,2026-08-18,Medium,9.39,BrokerC,Pending
100944,Bob,Real Estate,81798.55,2020-09-15,2027-02-26,High,8.37,BrokerA,Closed
100945,Fay,Crypto,83244.24,2022-08-27,2029-11-05,Low,5.8,BrokerB,Pending
100946,Charlie,Real Estate,41538.05,2023-10-03,2028-06-14,High,11.37,BrokerB,Pending
100947,Charlie,Real Estate,48616.78,2020-08-22,2027-05-07,Medium,5.38,BrokerD,Closed
100948,Charlie,Mutual Funds,33812.16,2023-03-01,2026-05-24,Medium,11.45,BrokerC,Active
100949,Fay,Crypto,93592.71,2021-03-22,2029-11-08,Medium,2.45,BrokerD,Closed
100950,Charlie,Stocks,16271.16,2022-08-10,2025-11-24,Low,13.17,BrokerB,Closed
100951,David,Bonds,93706.2,2023-12-03,2029-07-25,Low,8.24,BrokerB,Pending
100952,Eve,Real Estate,69967.31,2021-06-08,2026-11-02,Medium,7.42,BrokerC,Active
100953,Bob,Bonds,55499.35,2024-04-19,2028-03-29,High,9.75,BrokerA,Pending
100954,Bob,Stocks,8102.61,2022-01-25,2029-01-16,High,9.93,BrokerC,Closed
100955,Fay,Bonds,50181.64,2020-12-09,2026-10-03,Medium,3.28,BrokerB,Active
100956,Charlie,Stocks,43736.07,2023-05-25,2026-01-24,High,11.71,BrokerA,Active
100957,Charlie,Mutual Funds,20315.79,2023-05-28,2029-04-12,Medium,5.23,BrokerD,Active
100958,Alice,Real Estate,67358.91,2024-03-11,2025-11-23,High,13.72,BrokerB,Active
100959,Eve,Stocks,97259.34,2024-01-11,2027-10-18,Medium,12.54,BrokerD,Active
100960,David,Bonds,58407.94,2020-08-22,2027-11-21,High,6.17,BrokerA,Closed
100961,Bob,Real Estate,72901.56,2024-05-11,2027-08-15,Low,12.4,BrokerD,Closed
100962,Alice,Mutual Funds,11502.79,2024-08-04,2027-10-19,Medium,6.31,BrokerB,Closed
100963,Alice,Real Estate,44678.36,2020-12-01,2029-12-06,Medium,2.86,BrokerC,Pending
100964,Fay,Stocks,16054.06,2021-09-29,2026-09-24,High,14.49,BrokerD,Active
100965,Bob,Mutual Funds,63215.6,2020-08-09,2027-10-16,Medium,10.31,BrokerB,Active
100966,Fay,Bonds,94155.81,2023-03-31,2025-02-17,Medium,7.66,BrokerB,Closed
100967,David,Mutual Funds,67868.88,2020-02-22,2025-07-04,Medium,6.87,BrokerA,Active
100968,Alice,Mutual Funds,12296.29,2021-09-30,2027-03-17,Low,5.88,BrokerB,Pending
100969,Alice,Crypto,38693.29,2023-03-25,2027-11-02,Low,14.75,BrokerC,Active
100970,Eve,Mutual Funds,57313.02,2023-10-19,2027-07-26,High,3.32,BrokerC,Active
100971,David,Mutual Funds,43304.74,2022-02-07,2026-05-09,Low,5.75,BrokerD,Pending
100972,Alice,Real Estate,84196.18,2022-03-23,2026-03-17,High,8.05,BrokerD,Closed
100973,David,Bonds,82393.75,2024-01-04,2028-04-09,Low,7.95,BrokerD,Closed
100974,Bob,Real Estate,63123.95,2021-02-10,2026-12-24,High,7.86,BrokerD,Active
100975,Charlie,Real Estate,40478.5,2020-06-04,2025-04-10,Low,3.87,BrokerC,Pending
100976,Alice,Stocks,29256.96,2023-04-27,2025-04-14,Low,3.46,BrokerA,Closed
100977,Eve,Real Estate,15058.06,2023-11-15,2026-07-31,High,4.94,BrokerD,Closed
100978,Bob,Crypto,38715.28,2024-08-28,2027-10-11,Medium,13.85,BrokerA,Closed
100979,David,Crypto,44251.39,2023-07-08,2028-05-08,Medium,3.03,BrokerB,Active
100980,Fay,Stocks,69203.18,2021-05-12,2029-12-13,Low,11.73,BrokerB,Pending
100981,Bob,Bonds,67525.18,2020-07-27,2029-09-23,High,11.73,BrokerD,Active
100982,Alice,Bonds,11660.27,2023-11-28,2028-09-01,Medium,12.43,BrokerB,Closed
100983,David,Real Estate,42549.63,2024-05-01,2028-10-09,High,13.47,BrokerA,Pending
100984,Charlie,Real Estate,22268.99,2021-09-09,2027-08-22,Medium,5.05,BrokerA,Active
100985,Bob,Real Estate,19897.21,2024-10-07,2026-08-09,High,4.53,BrokerB,Closed
100986,Alice,Bonds,83593.7,2023-11-02,2028-01-05,Low,7.78,BrokerD,Closed
100987,Eve,Mutual Funds,8981.95,2023-05-14,2025-01-17,High,5.08,BrokerA,Active
100988,Fay,Crypto,44822.37,2024-07-07,2029-10-02,Medium,11.41,BrokerA,Closed
100989,David,Mutual Funds,20979.35,2020-09-04,2025-08-09,Low,10.09,BrokerC,Closed
100990,Bob,Mutual Funds,88536.37,2024-06-18,2027-06-02,High,13.31,BrokerD,Pending
100991,Bob,Bonds,57918.85,2023-03-05,2025-10-02,Medium,2.62,BrokerC,Closed
100992,Charlie,Mutual Funds,26981.16,2024-05-21,2029-12-13,Low,13.85,BrokerB,Active
100993,Charlie,Stocks,52730.59,2020-03-25,2026-06-26,High,5.46,BrokerB,Pending
100994,Eve,Real Estate,74491.2,2021-12-12,2029-01-29,Medium,8.12,BrokerC,Active
100995,Fay,Stocks,96021.21,2022-12-27,2027-01-20,High,7.42,BrokerD,Closed
100996,Eve,Crypto,25942.37,2022-05-27,2029-04-14,High,11.76,BrokerA,Pending
100997,Alice,Real Estate,89187.27,2023-09-16,2027-04-06,Low,7.17,BrokerB,Pending
100998,Alice,Mutual Funds,93758.89,2022-01-28,2027-01-20,Low,14.24,BrokerD,Pending
100999,Eve,Crypto,92059.95,2020-05-21,2025-04-03,Medium,13.68,BrokerD,Pending
101000,Fay,Real Estate,65364.36,2022-11-02,2027-04-01,Low,13.27,BrokerB,Active
101001,Eve,Mutual Funds,64832.96,2023-08-19,2025-04-15,Medium,2.46,BrokerB,Closed
101002,Fay,Stocks,43305.01,2021-11-29,2028-03-13,High,13.03,BrokerD,Closed
101003,Fay,Real Estate,76477.8,2020-01-26,2028-02-25,High,12.05,BrokerA,Pending
101004,David,Mutual Funds,55472.93,2024-10-05,2026-02-03,Medium,2.9,BrokerC,Closed
101005,Fay,Stocks,69356.62,2022-05-10,2027-01-13,High,2.95,BrokerB,Active
101006,Charlie,Crypto,45703.5,2024-08-11,2028-02-08,Low,2.87,BrokerC,Closed
101007,Fay,Crypto,74492.16,2022-09-30,2026-08-15,High,1.65,BrokerD,Active
101008,Fay,Crypto,83324.79,2020-08-04,2025-05-31,Low,8.91,BrokerC,Active
101009,Fay,Crypto,18911.44,2022-06-06,2027-03-03,Medium,14.64,BrokerA,Closed
101010,Alice,Bonds,84128.32,2022-01-11,2027-10-30,Medium,7.42,BrokerD,Active
101011,Charlie,Real Estate,56328.17,2023-07-25,2027-07-12,High,8.8,BrokerA,Active
101012,Charlie,Real Estate,85243.26,2024-12-30,2029-04-15,High,14.57,BrokerD,Active
101013,Eve,Bonds,45973.66,2024-08-24,2028-02-01,Low,4.94,BrokerA,Active
101014,David,Mutual Funds,41008.85,2022-07-30,2026-07-27,Low,13.09,BrokerD,Pending
101015,Fay,Mutual Funds,91930.77,2023-12-19,2029-08-18,High,8.88,BrokerA,Closed
101016,Bob,Crypto,28861.08,2020-11-09,2028-06-30,High,9.19,BrokerD,Pending
101017,David,Stocks,85200.17,2022-06-10,2028-10-25,Medium,6.13,BrokerA,Active
101018,David,Mutual Funds,50981.95,2020-12-26,2028-06-05,Medium,9.08,BrokerD,Closed
101019,Charlie,Stocks,53839.07,2024-02-11,2025-09-01,Medium,2.49,BrokerA,Active
101020,David,Real Estate,34304.49,2022-12-04,2025-09-21,High,11.82,BrokerB,Closed
101021,Fay,Stocks,59439.01,2023-08-25,2025-07-18,High,5.34,BrokerC,Pending
101022,Fay,Real Estate,35895.06,2021-07-07,2027-03-18,High,13.48,BrokerD,Closed
101023,Alice,Bonds,8730.59,2023-06-15,2027-02-04,Medium,6.47,BrokerA,Active
101024,Fay,Bonds,30839.87,2024-07-13,2029-06-16,High,3.43,BrokerB,Closed
101025,Fay,Crypto,5606.01,2023-01-07,2026-11-26,Low,10.89,BrokerD,Closed
101026,Charlie,Mutual Funds,97943.7,2024-05-05,2028-02-17,High,3.72,BrokerD,Pending
101027,Fay,Crypto,96745.98,2022-09-17,2027-01-19,High,11.67,BrokerD,Active
101028,Alice,Real Estate,42539.75,2022-08-10,2029-03-27,High,14.57,BrokerC,Closed
101029,Bob,Crypto,74195.23,2022-06-11,2025-10-23,High,12.02,BrokerA,Pending
101030,Charlie,Stocks,37851.58,2024-08-18,2026-02-12,High,1.8,BrokerA,Closed
101031,Bob,Real Estate,68753.85,2024-02-06,2028-05-18,Low,9.6,BrokerD,Active
101032,Charlie,Bonds,81515.85,2023-04-28,2027-11-09,Low,10.89,BrokerD,Closed
101033,Eve,Mutual Funds,94941.84,2021-07-03,2027-04-03,High,12.64,BrokerD,Closed
101034,David,Real Estate,43020.17,2021-10-22,2027-10-22,Medium,2.26,BrokerB,Closed
101035,Eve,Real Estate,79413.31,2024-10-10,2025-03-24,High,7.98,BrokerD,Closed
101036,Fay,Stocks,30263.2,2021-05-17,2025-04-03,High,8.73,BrokerC,Active
101037,Bob,Mutual Funds,99081.57,2024-08-28,2025-03-21,High,3.78,BrokerA,Pending
101038,Fay,Bonds,7448.11,2020-06-26,2025-10-08,Medium,5.85,BrokerC,Pending
101039,David,Real Estate,62335.24,2021-07-25,2029-01-01,Medium,7.44,BrokerD,Closed
101040,Charlie,Real Estate,67653.07,2024-12-10,2026-11-14,Medium,12.75,BrokerB,Active
101041,David,Stocks,70364.33,2022-07-12,2029-07-05,Low,14.05,BrokerD,Active
101042,Alice,Crypto,16436.82,2021-05-14,2027-08-29,Medium,9.98,BrokerD,Active
101043,David,Bonds,94160.33,2024-03-16,2027-11-30,Low,6.83,BrokerD,Active
101044,Alice,Mutual Funds,22212.41,2022-08-09,2027-07-25,Low,4.93,BrokerD,Active
101045,David,Real Estate,64161.57,2023-03-13,2025-11-02,Medium,14.76,BrokerD,Active
101046,Alice,Real Estate,26154.23,2023-06-03,2028-05-26,Medium,14.77,BrokerA,Closed
101047,Bob,Bonds,34185.56,2023-09-30,2027-11-22,Medium,13.99,BrokerC,Pending
101048,Fay,Crypto,56913.56,2022-02-15,2025-10-14,Low,12.11,BrokerB,Pending
101049,Fay,Real Estate,44633.37,2021-11-19,2026-11-03,High,5.9,BrokerD,Closed
101050,Eve,Bonds,20221.43,2020-02-28,2028-06-09,Medium,12.53,BrokerB,Pending
101051,Fay,Stocks,21238.96,2022-10-09,2026-10-15,Medium,7.02,BrokerA,Active
101052,Charlie,Crypto,44723.75,2024-10-08,2025-11-29,Medium,5.91,BrokerC,Active
101053,David,Mutual Funds,76941.88,2021-10-27,2027-03-16,Low,11.56,BrokerD,Pending
101054,Eve,Real Estate,90306.64,2021-01-07,2028-06-16,Low,2.58,BrokerA,Active
101055,Charlie,Bonds,12992.13,2022-09-25,2029-02-23,High,2.16,BrokerA,Active
101056,Charlie,Stocks,42344.87,2021-03-10,2029-09-22,Medium,7.55,BrokerC,Pending
101057,Alice,Mutual Funds,14523.33,2021-12-27,2026-09-05,Low,7.52,BrokerD,Closed
101058,Fay,Bonds,6576.29,2024-06-21,2028-04-30,High,13.59,BrokerC,Pending
101059,Bob,Bonds,67863.27,2021-06-13,2026-11-20,Medium,3.2,BrokerC,Pending
101060,Bob,Mutual Funds,62232.7,2021-11-28,2027-11-05,Low,3.16,BrokerB,Pending
101061,Eve,Stocks,20486.82,2021-07-26,2029-08-24,Medium,3.49,BrokerB,Pending
101062,Bob,Stocks,27212.22,2024-12-07,2027-11-10,Medium,1.9,BrokerC,Closed
101063,David,Crypto,7252.24,2023-05-05,2027-12-27,Low,2.47,BrokerB,Closed
101064,Bob,Real Estate,84319.98,2023-12-07,2027-10-01,Low,10.41,BrokerA,Active
101065,Eve,Mutual Funds,97595.61,2024-12-07,2028-12-22,Low,7.33,BrokerC,Active
101066,Bob,Mutual Funds,17868.66,2021-07-19,2028-02-27,Medium,11.81,BrokerD,Pending
101067,David,Mutual Funds,26990.15,2023-02-12,2026-09-06,Medium,14.9,BrokerD,Active
101068,Alice,Stocks,87498.9,2020-01-21,2027-08-31,High,10.4,BrokerA,Closed
101069,Eve,Real Estate,93014.06,2022-11-24,2029-07-29,Medium,2.18,BrokerD,Active
101070,Alice,Crypto,44864.6,2021-01-26,2025-02-04,Low,2.91,BrokerD,Active
101071,Alice,Bonds,9809.13,2020-06-24,2027-01-25,Medium,13.39,BrokerC,Active
101072,Alice,Bonds,8742.22,2021-05-09,2026-11-10,High,8.62,BrokerA,Pending
101073,Charlie,Mutual Funds,59525.24,2024-01-14,2028-10-11,High,12.64,BrokerC,Active
101074,Fay,Real Estate,42325.04,2022-04-12,2025-08-13,Low,13.06,BrokerA,Closed
101075,Charlie,Stocks,7721.98,2022-09-27,2027-05-04,Low,14.02,BrokerC,Closed
101076,Fay,Real Estate,60408.98,2023-02-11,2028-04-10,High,14.32,BrokerC,Closed
101077,Alice,Real Estate,6073.74,2024-04-01,2026-09-23,High,8.99,BrokerB,Closed
101078,Eve,Stocks,79800.34,2021-05-07,2029-06-20,High,6.1,BrokerD,Active
101079,Fay,Mutual Funds,34111.12,2023-11-15,2029-01-25,Low,14.49,BrokerA,Pending
101080,David,Real Estate,8824.51,2022-09-02,2029-11-22,High,8.89,BrokerD,Closed
101081,David,Bonds,60893.46,2023-08-15,2028-11-10,High,2.37,BrokerB,Closed
101082,Bob,Stocks,42780.02,2023-12-28,2028-07-12,Low,10.18,BrokerA,Pending
101083,Fay,Crypto,97511.04,2022-10-02,2025-02-24,Medium,9.43,BrokerB,Pending
101084,Eve,Mutual Funds,56698.87,2022-07-06,2028-05-07,Medium,13.59,BrokerD,Closed
101085,Charlie,Stocks,31147.72,2024-06-11,2027-08-30,High,10.32,BrokerC,Closed
101086,Alice,Crypto,72396.69,2020-02-05,2026-06-28,Medium,6.21,BrokerB,Pending
101087,Bob,Crypto,30791.74,2020-07-09,2028-09-04,Medium,14.54,BrokerB,Closed
101088,David,Real Estate,90903.11,2021-08-25,2029-05-23,Medium,12.32,BrokerC,Closed
101089,Charlie,Real Estate,40598.59,2021-03-29,2029-05-09,Medium,10.01,BrokerD,Active
101090,Charlie,Real Estate,57237.51,2022-04-08,2028-03-30,High,5.45,BrokerB,Pending
101091,Alice,Stocks,9804.44,2023-11-17,2028-03-28,Medium,6.54,BrokerD,Active
101092,Fay,Stocks,45481.52,2021-05-13,2026-04-12,Medium,10.54,BrokerC,Active
101093,David,Mutual Funds,84074.54,2021-09-19,2029-01-17,Low,2.47,BrokerA,Pending
101094,Eve,Real Estate,81536.64,2023-09-21,2025-04-16,High,4.97,BrokerB,Active
101095,Charlie,Crypto,26310.26,2023-04-06,2028-04-10,Low,11.14,BrokerD,Closed
101096,Alice,Bonds,26477.51,2022-01-25,2027-09-11,Low,7.98,BrokerC,Active
101097,Eve,Mutual Funds,82644.0,2022-08-27,2025-12-16,High,6.93,BrokerC,Pending
101098,Fay,Stocks,93387.85,2023-02-07,2027-12-10,Medium,3.54,BrokerB,Closed
101099,David,Mutual Funds,14059.29,2022-12-23,2028-07-12,Low,7.46,BrokerA,Closed
101100,Fay,Mutual Funds,47755.57,2021-12-05,2029-01-16,High,11.9,BrokerB,Closed
101101,Charlie,Mutual Funds,37058.16,2022-05-21,2028-06-23,Medium,5.06,BrokerD,Closed
101102,Eve,Mutual Funds,87715.4,2024-03-07,2029-05-06,High,1.57,BrokerC,Active
101103,Eve,Bonds,12934.87,2023-02-01,2029-09-19,Low,10.52,BrokerA,Active
101104,Eve,Real Estate,25056.96,2021-11-08,2027-02-18,Medium,14.63,BrokerD,Closed
101105,Charlie,Crypto,76484.49,2021-12-21,2025-10-30,Medium,9.69,BrokerB,Pending
101106,Charlie,Mutual Funds,9872.92,2023-12-10,2029-08-10,High,3.12,BrokerC,Closed
101107,Fay,Mutual Funds,51790.86,2022-07-18,2028-10-26,Medium,5.83,BrokerB,Active
101108,Bob,Mutual Funds,47000.17,2021-07-08,2026-05-12,Low,13.21,BrokerA,Closed
101109,Fay,Real Estate,36768.11,2021-09-19,2025-03-06,Low,4.64,BrokerA,Active
101110,David,Stocks,42484.37,2021-05-29,2028-03-18,Low,9.7,BrokerA,Closed
101111,Alice,Stocks,55344.36,2021-04-17,2028-12-05,High,6.94,BrokerA,Pending
101112,Eve,Bonds,20329.9,2020-09-04,2025-08-14,Medium,4.31,BrokerA,Closed
101113,Bob,Stocks,59339.61,2024-01-17,2026-01-26,Medium,12.48,BrokerB,Pending
101114,Alice,Mutual Funds,81516.07,2021-01-29,2025-02-08,Medium,11.53,BrokerA,Pending
101115,Bob,Mutual Funds,77215.29,2021-10-08,2027-06-23,Low,10.43,BrokerA,Closed
101116,Fay,Mutual Funds,19620.49,2020-09-01,2026-10-05,Medium,4.69,BrokerC,Pending
101117,Charlie,Bonds,19178.7,2024-03-01,2027-05-08,Low,2.82,BrokerA,Pending
101118,Eve,Mutual Funds,30476.56,2023-01-02,2025-11-07,Medium,9.28,BrokerC,Active
101119,Fay,Stocks,39302.1,2024-04-09,2027-04-26,Low,8.97,BrokerC,Active
101120,Alice,Real Estate,43803.28,2023-11-14,2028-11-15,Medium,4.04,BrokerC,Pending
101121,Alice,Real Estate,69571.24,2021-01-14,2026-02-22,High,2.26,BrokerB,Closed
101122,Alice,Crypto,10384.64,2021-01-27,2027-04-21,High,2.59,BrokerB,Pending
101123,Alice,Stocks,8293.91,2021-03-19,2027-10-25,Low,14.9,BrokerD,Closed
101124,Alice,Mutual Funds,42231.5,2024-02-21,2029-05-07,Low,12.08,BrokerD,Active
101125,Bob,Real Estate,71230.55,2022-09-18,2028-06-06,Medium,13.95,BrokerC,Closed
101126,Fay,Stocks,23376.36,2021-07-20,2027-08-24,Medium,4.13,BrokerB,Pending
101127,Eve,Real Estate,65942.93,2024-01-23,2029-11-23,High,14.47,BrokerA,Pending
101128,Charlie,Mutual Funds,29683.67,2023-04-22,2029-10-04,Medium,3.43,BrokerD,Pending
101129,Charlie,Real Estate,89178.18,2024-04-05,2029-02-15,Low,8.37,BrokerB,Pending
101130,Fay,Crypto,90090.54,2022-12-10,2029-01-29,Low,12.7,BrokerA,Pending
101131,Fay,Crypto,33242.28,2023-05-07,2025-05-08,Low,6.22,BrokerA,Closed
101132,Charlie,Real Estate,26849.41,2021-08-02,2028-12-16,Low,7.24,BrokerB,Pending
101133,Charlie,Stocks,44073.88,2020-07-24,2025-10-10,Low,3.23,BrokerD,Active
101134,Bob,Stocks,27850.5,2024-09-01,2027-11-29,High,3.16,BrokerB,Pending
101135,David,Stocks,68876.47,2021-02-01,2026-03-01,High,9.86,BrokerD,Closed
101136,Eve,Real Estate,83476.15,2021-08-29,2028-02-23,Low,10.62,BrokerC,Pending
101137,Alice,Stocks,68943.75,2021-04-10,2026-10-28,Medium,11.99,BrokerB,Pending
101138,David,Mutual Funds,83313.29,2022-01-09,2028-09-18,Low,9.02,BrokerB,Closed
101139,Fay,Crypto,42714.26,2021-01-02,2027-09-07,High,10.22,BrokerD,Pending
101140,Charlie,Mutual Funds,19850.11,2021-09-11,2027-12-13,Low,1.68,BrokerD,Closed
101141,David,Stocks,75105.34,2020-01-29,2027-02-11,High,3.69,BrokerB,Pending
101142,Eve,Mutual Funds,39245.08,2023-12-21,2026-10-05,High,14.8,BrokerA,Active
101143,Fay,Stocks,68770.73,2022-12-29,2025-12-21,Low,2.53,BrokerA,Pending
101144,Alice,Real Estate,30711.17,2020-09-16,2027-07-31,Low,10.66,BrokerA,Closed
101145,Alice,Mutual Funds,12716.82,2021-07-15,2027-12-28,Medium,3.88,BrokerC,Active
101146,Eve,Real Estate,99295.27,2020-04-03,2026-12-03,High,11.18,BrokerC,Closed
101147,Eve,Real Estate,19839.14,2020-04-21,2028-01-24,Medium,11.03,BrokerD,Pending
101148,Charlie,Bonds,98899.99,2023-02-07,2026-12-27,Low,4.66,BrokerC,Active
101149,Alice,Stocks,97841.59,2021-08-21,2028-10-16,High,5.14,BrokerA,Closed
101150,Fay,Crypto,80412.72,2023-11-29,2029-05-01,Medium,10.34,BrokerB,Active
